-360.565	288.408
-361.528	283.993
-362.548	279.522
-363.584	275.051
-364.569	270.602
-365.492	266.229
-366.343	261.888
-367.115	257.632
-367.780	253.457
-368.360	249.353
-368.859	245.347
-369.268	241.412
-369.602	237.557
-369.848	233.792
-369.999	230.145
-370.108	226.542
-370.135	223.059
-370.095	219.624
-369.983	216.337
-369.797	213.091
-369.603	209.927
-369.366	206.843
-369.077	203.862
-368.683	200.975
-368.351	198.193
-367.902	195.441
-367.465	192.769
-366.970	190.247
-366.491	187.722
-365.950	185.355
-365.440	183.012
-364.861	180.735
-364.336	178.595
-363.729	176.514
-363.192	174.521
-362.582	172.584
-362.012	170.715
-361.430	168.986
-360.803	167.332
-360.292	165.674
-359.675	164.218
-359.172	162.725
-358.577	161.417
-358.069	160.171
-357.521	158.945
-357.030	157.835
-356.525	156.843
-356.039	155.953
-355.551	155.194
-355.142	154.474
-354.675	153.834
-354.282	153.426
-353.797	153.083
-353.382	152.785
-352.871	152.662
-352.430	152.640
-351.884	152.706
-351.394	152.862
-350.794	153.169
-350.289	153.450
-349.643	153.751
-349.032	154.266
-348.406	154.664
-347.659	155.270
-346.982	155.758
-346.259	156.420
-345.447	157.060
-344.588	157.647
-343.706	158.405
-342.822	159.108
-341.908	159.730
-340.921	160.498
-339.904	161.270
-338.862	161.901
-337.773	162.624
-336.643	163.389
-335.522	164.080
-334.382	164.682
-333.157	165.413
-331.840	166.063
-330.575	166.614
-329.308	167.288
-327.940	167.728
-326.555	168.350
-325.236	168.724
-323.753	169.298
-322.389	169.600
-320.866	169.980
-319.443	170.329
-317.920	170.532
-316.460	170.680
-314.872	170.805
-313.399	170.898
-311.767	170.929
-310.275	170.843
-308.621	170.712
-307.086	170.565
-305.444	170.343
-303.767	169.926
-302.204	169.508
-300.498	168.971
-298.751	168.410
-297.096	167.667
-295.278	166.946
-293.389	166.256
-291.439	165.378
-289.443	164.455
-287.389	163.491
-285.265	162.505
-283.003	161.474
-280.674	160.416
-278.379	159.333
-275.861	158.183
-273.421	156.871
-270.745	155.656
-268.166	154.436
-265.382	153.207
-262.519	151.728
-259.560	150.454
-256.550	149.083
-253.480	147.601
-250.314	146.250
-246.978	144.657
-243.593	143.269
-240.223	141.631
-236.594	140.171
-232.964	138.514
-229.302	136.847
-225.436	135.332
-221.515	133.603
-217.495	131.898
-213.415	130.313
-209.274	128.519
-204.895	126.712
-200.550	125.051
-196.146	123.315
-191.529	121.451
-186.839	119.616
-182.232	117.729
-177.373	115.931
-172.452	114.180
-167.464	112.312
-162.403	110.397
-157.300	108.503
-152.054	106.603
-146.681	104.689
-141.426	102.850
-136.069	101.126
-130.628	 99.336
-125.335	 97.547
-120.004	 95.892
