361.153	288.399
346.218	285.342
330.991	282.093
315.849	278.777
300.971	275.410
286.398	272.038
272.232	268.633
258.479	265.285
245.199	261.957
232.348	258.654
219.927	255.408
207.973	252.220
196.457	249.059
185.351	245.943
174.627	242.907
164.343	239.898
154.406	236.966
144.809	234.120
135.619	231.291
126.725	228.511
118.208	225.789
109.911	223.204
101.972	220.570
 94.331	218.052
 86.889	215.576
 79.747	213.214
 72.843	210.797
 66.234	208.539
 59.756	206.327
 53.558	204.166
 47.539	202.030
 41.701	199.956
 36.122	197.947
 30.623	196.043
 25.379	194.177
 20.266	192.345
 15.296	190.554
 10.445	188.837
  5.717	187.242
  1.225	185.616
 -3.277	184.122
 -7.547	182.628
-11.732	181.283
-15.845	179.896
-19.853	178.619
-23.760	177.454
-27.603	176.328
-31.404	175.271
-35.081	174.279
-38.645	173.368
-42.271	172.507
-45.719	171.691
-49.312	170.933
-52.767	170.164
-56.360	169.379
-59.840	168.550
-63.438	167.729
-66.969	166.973
-70.542	166.220
-74.179	165.422
-77.739	164.601
-81.440	163.817
-85.092	163.085
-88.726	162.344
-92.491	161.541
-96.256	160.775
-99.980	160.077
-103.732	159.371
-107.556	158.591
-111.429	157.886
-115.304	157.242
-119.167	156.520
-123.044	155.835
-126.940	155.235
-130.840	154.556
-134.782	153.944
-138.729	153.384
-142.690	152.751
-146.658	152.273
-150.639	151.673
-154.611	151.235
-158.595	150.708
-162.576	150.339
-166.566	149.881
-170.534	149.530
-174.500	149.241
-178.472	148.912
-182.419	148.663
-186.359	148.502
-190.289	148.384
-194.196	148.312
-198.087	148.303
-201.939	148.346
-205.791	148.446
-209.657	148.609
-213.505	148.870
-217.341	149.281
-221.162	149.673
-224.885	150.271
-228.677	150.870
-232.458	151.635
-236.246	152.539
-240.021	153.584
-243.788	154.767
-247.634	156.164
-251.509	157.604
-255.413	159.236
-259.344	160.925
-263.313	162.766
-267.298	164.727
-271.314	166.784
-275.361	168.980
-279.425	171.276
-283.515	173.642
-287.619	176.151
-291.751	178.696
-295.890	181.391
-300.034	184.161
-304.196	186.979
-308.322	189.909
-312.415	192.929
-316.484	196.022
-320.515	199.202
-324.487	202.432
-328.378	205.699
-332.235	209.068
-335.964	212.474
-339.598	215.921
-343.117	219.419
-346.492	222.931
-349.725	226.489
-352.772	230.054
-355.661	233.635
-358.336	237.233
-360.786	240.785
-363.011	244.362
-364.981	247.904
-366.685	251.418
-368.119	254.885
-369.263	258.304
-370.089	261.656
-370.592	264.923
-370.766	268.123
-370.597	271.222
-370.116	274.199
-369.253	277.052
-368.089	279.761
-366.591	282.296
-364.792	284.607
-362.753	286.664
-360.565	288.408
