361.132	-288.966
340.130	-276.969
319.718	-264.915
300.221	-253.219
281.775	-241.963
264.407	-231.240
248.097	-221.061
232.766	-211.411
218.422	-202.289
204.927	-193.618
192.273	-185.470
180.374	-177.717
169.198	-170.424
158.645	-163.482
148.700	-156.877
139.365	-150.657
130.512	-144.724
122.183	-139.142
114.270	-133.731
106.695	-128.640
 99.589	-123.773
 92.828	-119.207
 86.436	-114.723
 80.339	-110.532
 74.482	-106.522
 68.890	-102.649
 63.583	-99.013
 58.542	-95.492
 53.669	-92.174
 49.108	-88.903
 44.609	-85.828
 40.418	-82.913
 36.346	-80.188
 32.413	-77.481
 28.599	-74.879
 25.009	-72.492
 21.516	-70.235
 18.227	-67.957
 14.892	-65.837
 11.750	-63.861
  8.743	-62.078
  5.835	-60.337
  3.139	-58.616
  0.387	-57.170
 -2.330	-55.657
 -4.766	-54.403
 -7.360	-53.271
 -9.679	-52.213
-12.163	-51.280
-14.426	-50.421
-16.632	-49.681
-18.853	-49.291
-21.282	-48.730
-23.537	-48.489
-25.866	-48.324
-28.364	-48.195
-30.734	-48.128
-33.348	-48.178
-35.778	-48.284
-38.442	-48.394
-41.091	-48.605
-43.654	-48.877
-46.408	-49.336
-49.175	-49.655
-51.791	-50.256
-54.613	-50.648
-57.452	-51.313
-60.333	-51.770
-63.193	-52.487
-65.988	-53.227
-68.801	-53.786
-71.699	-54.569
-74.635	-55.374
-77.557	-56.209
-80.474	-56.891
-83.387	-57.697
-86.320	-58.598
-89.199	-59.472
-91.966	-60.379
-94.759	-61.317
-97.620	-62.240
-100.427	-63.143
-103.240	-64.041
-105.827	-64.959
-108.546	-65.908
-111.254	-66.866
-113.701	-67.861
-116.335	-68.873
-118.696	-69.940
-121.237	-71.003
-123.518	-72.107
-125.749	-73.207
-128.063	-74.304
-130.269	-75.395
-132.339	-76.511
-134.368	-77.661
-136.328	-78.848
-138.243	-80.197
-140.030	-81.430
-141.722	-82.675
-143.473	-84.101
-145.160	-85.478
-146.700	-87.029
-148.389	-88.619
-149.967	-90.430
-151.595	-92.305
-153.327	-94.277
-155.005	-96.330
-156.713	-98.476
-158.547	-100.686
-160.452	-103.138
-162.404	-105.547
-164.424	-108.175
-166.508	-110.781
-168.682	-113.570
-171.039	-116.482
-173.462	-119.482
-175.985	-122.553
-178.639	-125.753
-181.466	-129.124
-184.424	-132.543
-187.507	-136.125
-190.739	-139.747
-194.219	-143.561
-197.766	-147.497
-201.557	-151.533
-205.526	-155.698
-209.667	-160.027
-214.066	-164.464
-218.608	-169.032
-223.413	-173.716
-228.422	-178.566
-233.640	-183.540
-239.132	-188.650
-244.792	-193.912
-250.737	-199.316
-256.915	-204.806
-263.324	-210.482
-269.929	-216.260
-276.790	-222.148
-283.876	-228.157
-291.175	-234.255
-298.643	-240.424
-306.299	-246.673
-314.067	-252.972
-321.963	-259.281
-329.895	-265.561
-337.840	-271.766
-345.705	-277.804
-353.353	-283.604
-360.577	-288.961
