120.552	 95.883
117.445	 98.733
114.150	101.731
110.597	104.801
107.118	107.895
103.495	111.033
 99.855	114.114
 96.369	117.159
 92.715	120.137
 89.333	123.043
 85.726	125.864
 82.390	128.686
 78.960	131.552
 75.630	134.346
 72.383	136.981
 69.218	139.614
 65.932	142.278
 62.772	144.669
 59.712	147.273
 56.712	149.590
 53.774	151.925
 50.944	154.320
 48.230	156.500
 45.398	158.644
 42.638	160.752
 40.103	162.837
 37.471	164.875
 34.897	166.845
 32.494	168.750
 30.183	170.648
 27.701	172.493
 25.514	174.320
 23.361	175.931
 21.265	177.590
 19.195	179.296
 17.210	180.696
 15.280	182.323
 13.379	183.653
 11.556	185.160
  9.765	186.426
  8.300	187.658
  6.641	188.868
  5.307	190.168
  3.775	191.296
  2.587	192.324
  1.423	193.327
  0.379	194.277
 -0.592	195.121
 -1.455	195.783
 -2.246	196.586
 -2.662	197.328
 -3.246	197.767
 -3.496	198.380
 -3.669	198.712
 -3.778	199.266
 -3.860	199.483
 -3.815	199.675
 -3.705	199.883
 -3.586	200.136
 -3.371	200.254
 -2.968	200.298
 -2.589	200.301
 -2.237	200.262
 -1.602	200.173
 -1.095	199.950
 -0.426	199.746
  0.309	199.623
  0.905	199.425
  1.650	199.254
  2.487	198.838
  3.358	198.590
  4.250	198.339
  5.075	197.916
  5.913	197.592
  6.804	197.316
  7.748	196.783
  8.737	196.484
  9.720	196.154
 10.721	195.652
 11.737	195.353
 12.783	194.873
 13.842	194.531
 14.935	194.225
 16.073	193.719
 17.190	193.446
 18.276	193.185
 19.339	192.735
 20.405	192.518
 21.492	192.326
 22.593	192.089
 23.668	191.794
 24.776	191.671
 26.004	191.618
 27.234	191.581
 28.352	191.592
 29.479	191.649
 30.632	191.764
 31.784	192.082
 33.105	192.356
 34.329	192.658
 35.502	193.225
 36.728	193.651
 38.290	194.317
 39.683	194.895
 41.413	195.600
 43.196	196.416
 44.982	197.244
 46.927	198.068
 49.088	198.902
 51.305	199.815
 53.557	200.808
 56.029	201.822
 58.561	202.893
 61.316	204.023
 64.144	205.187
 67.098	206.359
 70.221	207.527
 73.447	208.742
 76.795	210.095
 80.438	211.426
 84.202	212.734
 88.116	214.200
 92.237	215.591
 96.500	217.128
101.030	218.616
105.723	220.253
110.694	221.811
115.943	223.515
121.443	225.268
127.212	227.034
133.264	228.832
139.584	230.750
146.316	232.715
153.365	234.759
160.752	236.874
168.616	239.125
176.898	241.401
185.666	243.766
194.932	246.297
204.739	248.876
215.163	251.602
226.210	254.486
237.904	257.484
250.362	260.660
263.591	264.016
277.664	267.547
292.593	271.287
308.463	275.246
325.259	279.414
342.860	283.806
361.153	288.399
